"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.680682222E0,-7.185910344E-1,1.628808975E-1,-4.471427798E-1,8.618816201E-1
5.700225503E0,-2.437813520E0,7.935848236E-1,-1.007532001E0,2.754602034E0
5.719755191E0,2.656109333E-1,3.330698013E-1,-3.818601072E-1,5.721029644E-1
5.739284930E0,1.651973844E0,1.001834869E-2,5.540294647E-1,1.742431231E0
5.758814618E0,2.767920494E-1,-8.108234406E-2,3.781462312E-1,4.755867505E-1
5.778344305E0,-4.586667418E-1,-5.081748962E-2,1.727515459E-2,4.617965226E-1
5.797873993E0,2.810999155E-1,-7.819461823E-2,5.798035860E-2,2.974782056E-1
5.817403732E0,8.457250595E-1,-8.013725281E-2,1.815630794E-1,8.686990315E-1
5.836933420E0,3.783173561E-1,-1.114015579E-1,4.330425858E-1,5.857134199E-1
5.856463107E0,-4.324636459E-1,-2.775344849E-1,5.136431456E-1,7.265531476E-1
5.875992847E0,-6.269632578E-1,-7.918262482E-2,3.516694307E-1,7.232041228E-1
5.895522534E0,-2.429002523E-1,2.768421173E-2,3.784363866E-1,4.505341795E-1
5.915052222E0,-1.636240482E-1,6.150341034E-2,2.806550264E-1,3.306398985E-1
5.934581909E0,-6.787700653E-1,6.064605713E-2,8.512997627E-2,6.867706012E-1
5.954111649E0,-6.406074762E-1,3.575496674E-1,-1.999812424E-1,7.604026569E-1
5.973641336E0,-7.550308704E-1,5.311965942E-1,-2.199703753E-1,9.490144377E-1
5.993171024E0,-1.488908529E0,7.304077148E-1,-9.286352992E-2,1.661014050E0
6.012700763E0,-2.123252392E0,1.550623894E0,-5.277113914E-1,2.681625345E0
6.032216857E0,-2.816734552E0,2.934812546E0,-9.813318253E-1,4.184510768E0
6.051760138E0,-3.665131092E0,6.627944946E0,-8.940124512E-1,7.626407962E0
6.071289878E0,-4.050532818E0,6.324234962E0,-1.419505596E0,7.643151190E0
6.090819566E0,-4.171300411E0,3.869945526E0,-1.485044360E0,5.880610704E0
6.110349253E0,-2.805677414E0,3.619066238E0,-5.223368406E-1,4.608937184E0
6.129878941E0,-2.480945587E-1,1.117799759E0,1.972919583E0,2.281104753E0
6.149395034E0,1.103563309E-1,1.239954948E0,2.312100172E0,2.625923457E0
