"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.900354852E0,4.842905521E0,4.563338280E0,8.451030850E-1,6.707606829E0
4.919891206E0,7.274766922E0,4.756808281E0,5.615072250E-1,8.710037265E0
4.939413914E0,1.012980366E1,4.097818375E0,1.039051294E0,1.097655070E1
4.958963810E0,1.095423794E1,2.336780548E0,3.373964429E-1,1.120578906E1
4.978500164E0,1.074493599E1,6.962976456E-1,1.326407671E0,1.084886340E1
4.998022872E0,1.130624580E1,-3.482770920E-1,1.578439236E0,1.142120666E1
5.017572768E0,1.165891361E1,7.980737686E-1,1.947966814E0,1.184743698E1
5.037109070E0,9.896533966E0,1.383998871E0,1.741071939E0,1.014338055E1
5.056631779E0,8.067690849E0,2.095970154E0,1.348298550E0,8.443851935E0
5.076181727E0,1.665672779E0,5.280174255E0,-4.480825901E0,7.122675532E0
5.095718029E0,-1.389423370E1,6.970131874E0,-5.550140142E-2,1.554463087E1
5.115240737E0,-2.473097324E0,2.446307182E0,7.501905560E-1,3.558569246E0
5.134790685E0,1.551608086E1,1.379866600E0,1.843692183E0,1.568604468E1
5.154326987E0,8.738971710E0,-8.336992264E-1,5.629181862E-1,8.796678796E0
5.173849695E0,-5.301919460E0,1.880521774E-1,3.105044127E0,6.147114169E0
5.193399643E0,-6.362126827E0,-9.410266876E-1,-2.351490259E0,6.847751122E0
5.212935945E0,2.166697741E0,-3.589715958E-1,1.059306383E0,2.438353895E0
5.232458654E0,5.590338230E0,1.379957199E0,8.424293995E-2,5.758755097E0
5.252008602E0,-4.964659214E-1,5.703592300E-1,-2.702131569E-1,8.029963964E-1
5.271544904E0,-4.030807018E0,-9.030160904E-1,-3.820939660E-1,4.148353779E0
5.291067612E0,-4.596078396E-1,-3.138694763E-1,9.745633602E-2,5.650231427E-1
5.310617508E0,2.091205120E-1,3.549957275E-1,1.169645190E-1,4.282920193E-1
5.330153810E0,-1.083565474E0,-1.479959488E-1,-1.821787357E-1,1.108695643E0
5.349690164E0,-1.124928355E0,-4.613780975E-2,-4.561448693E-1,1.214767732E0
5.369226466E0,-6.964220405E-1,3.721694946E-1,-4.013122916E-1,8.857569343E-1
5.388762768E0,-5.067848563E-1,1.416473389E-1,-1.167649627E-1,5.390073429E-1
5.408299070E0,-4.044722021E-2,-5.177879333E-2,3.092169762E-2,7.261661274E-2
5.427835372E0,2.529260516E-1,1.978282928E-1,2.178936005E-1,3.880531435E-1
5.447371727E0,3.591911793E-1,2.097673416E-1,8.423614502E-2,4.244011887E-1
5.466908029E0,2.520319521E-1,-6.551170349E-2,4.515910745E-1,5.212929951E-1
5.486444331E0,2.706735730E-1,-1.788139343E-3,-8.261412382E-2,2.830061378E-1
5.505980633E0,2.382567525E-1,2.869710922E-1,-2.036469579E-1,4.249597291E-1
5.525516935E0,4.608662724E-1,1.415929794E-1,-1.633454561E-1,5.090461973E-1
5.545053237E0,2.110718489E-1,-1.015739441E-1,-8.370047808E-2,2.487455759E-1
5.564589539E0,1.628822088E-1,-2.740993500E-1,3.124542236E-1,4.464176402E-1
5.584125893E0,1.315296888E-1,-2.246475220E-1,2.970048785E-1,3.949410919E-1
5.603662195E0,-2.951190472E-1,2.981281281E-2,1.548514366E-1,3.346087614E-1
5.623198497E0,-5.595304966E-1,3.547954559E-1,-2.945274115E-2,6.631905127E-1
5.642734799E0,-8.010079861E-1,5.144119263E-1,-1.438215375E-1,9.627658377E-1
5.662271102E0,-1.282247543E0,6.667785645E-1,-4.524450302E-1,1.514417024E0
5.681807404E0,-1.271656752E0,6.129922867E-1,-7.497410774E-1,1.598431144E0
5.701343706E0,-1.514554143E0,1.413780212E0,-4.657712281E-1,2.123579897E0
5.720880008E0,-1.962280035E0,1.877067566E0,-6.019179821E-1,2.781408068E0
5.740416310E0,-1.913415432E0,1.738683701E0,-4.416784048E-1,2.622834238E0
5.759952612E0,-2.145474672E0,2.326637268E0,-5.098325014E-1,3.205656208E0
5.779488966E0,-3.562860012E0,4.467124939E0,-6.245636940E-2,5.714287137E0
5.799025268E0,-6.517191887E0,6.803269386E0,-6.393089294E-1,9.442826925E0
5.818547924E0,-8.753582001E0,5.118408203E0,-8.839743733E-1,1.017863994E1
5.838097872E0,-6.467005253E0,4.394070625E0,5.242872238E-2,7.818744296E0
5.857634174E0,-9.152803421E-1,4.389149666E0,1.435261250E0,4.707690277E0
5.877156883E0,1.892261028E0,7.909925938E0,5.118297577E0,9.609607184E0
5.896706779E0,-3.147876740E0,7.191535950E0,-6.414557695E-1,7.876470198E0
5.916243081E0,-7.268458843E0,2.417323112E0,7.589831352E-1,7.697402184E0
5.935765789E0,-8.155772209E0,-1.939225197E-1,-5.974147916E-1,8.179922414E0
5.955315685E0,-7.966767788E0,-4.121680260E-1,-1.122767568E0,8.056046082E0
5.974851987E0,-6.478526592E0,-1.288919926E0,-3.437830210E-1,6.614439368E0
5.994374695E0,-5.868506432E0,-1.765195847E0,-1.764410496E0,6.377180295E0
6.013924591E0,-5.579598427E0,-2.111227989E0,-6.425534487E-1,6.000173094E0
6.033460893E0,-5.289142609E0,-1.223680019E0,-9.166004658E-1,5.505686037E0
6.052997195E0,-5.122858524E0,-1.273952961E0,-8.103085160E-1,5.340714886E0
6.072533497E0,-4.291297436E0,-1.436639786E0,-7.007043362E-1,4.579318085E0
6.092069799E0,-2.922887087E0,-1.324943542E0,-9.994303584E-1,3.361191062E0
6.111606102E0,-1.939047813E0,-9.402732849E-1,-1.144231200E0,2.439935514E0
6.131142404E0,-1.459980965E0,-6.290168762E-1,-1.030041218E0,1.894252242E0
6.150678706E0,-6.602950096E-1,-5.819778442E-1,-3.663014770E-1,9.533438430E-1
